0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|-0.18033,-0.649266,0.738874,0,0.270138,-0.754995,-0.597502,0,0.945784,0.0918505,0.31154,0,0,0,0,1|-0.18033,-0.649266,0.738874,0,0.270138,-0.754995,-0.597502,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|-0.18033,-0.649266,0.738874,0,0.945783,0.0918532,0.311542,0,-0.270141,0.754994,0.597501,0,0.236446,0.0229626,0.0778849,1|-0.18033,-0.649266,0.738874,0,0.945783,0.0918532,0.311542,0,-0.270141,0.754994,0.597501,0,0.168911,0.211711,0.22726,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|0.0553941,-0.990743,0.123931,0,0.320039,-0.0999546,-0.942117,0,0.945784,0.0918505,0.31154,0,0,0,0,1|0.0553941,-0.990743,0.123931,0,0.320039,-0.0999546,-0.942117,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|0.0553941,-0.990743,0.123931,0,0.945782,0.0918509,0.311543,0,-0.320042,0.0999543,0.942116,0,0.236446,0.0229626,0.0778849,1|0.0553941,-0.990743,0.123931,0,0.945782,0.0918509,0.311543,0,-0.320042,0.0999543,0.942116,0,0.156435,0.0479512,0.313414,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|0.317011,-0.469818,-0.823878,0,0.0706934,0.877972,-0.473464,0,0.945784,0.0918505,0.31154,0,0,0,0,1|0.317011,-0.469818,-0.823878,0,0.0706934,0.877972,-0.473464,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|0.317011,-0.469818,-0.823878,0,0.945783,0.0918473,0.311541,0,-0.0706968,-0.877972,0.473463,0,0.236446,0.0229626,0.0778849,1|0.317011,-0.469818,-0.823878,0,0.945783,0.0918473,0.311541,0,-0.0706968,-0.877972,0.473463,0,0.218772,-0.19653,0.196251,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|0.264234,0.340189,-0.90247,0,-0.188875,0.935861,0.297475,0,0.945784,0.0918505,0.31154,0,0,0,0,1|0.264234,0.340189,-0.90247,0,-0.188875,0.935861,0.297475,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|0.264234,0.340189,-0.90247,0,0.945784,0.0918471,0.311539,0,0.188871,-0.935861,-0.297476,0,0.236446,0.0229626,0.0778849,1|0.264234,0.340189,-0.90247,0,0.945784,0.0918471,0.311539,0,0.188871,-0.935861,-0.297476,0,0.283664,-0.211003,0.00351596,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|0.0741121,0.872848,-0.482332,0,-0.316229,0.479271,0.818718,0,0.945784,0.0918505,0.31154,0,0,0,0,1|0.0741121,0.872848,-0.482332,0,-0.316229,0.479271,0.818718,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|0.0741121,0.872848,-0.482332,0,0.945785,0.0918488,0.311537,0,0.316226,-0.479271,-0.818719,0,0.236446,0.0229626,0.0778849,1|0.0741121,0.872848,-0.482332,0,0.945785,0.0918488,0.311537,0,0.316226,-0.479271,-0.818719,0,0.315502,-0.0968551,-0.126795,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|-0.211663,0.901834,0.376688,0,-0.246358,-0.422206,0.872381,0,0.945784,0.0918505,0.31154,0,0,0,0,1|-0.211663,0.901834,0.376688,0,-0.246358,-0.422206,0.872381,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|-0.211663,0.901834,0.376688,0,0.945784,0.091852,0.311536,0,0.246355,0.422206,-0.872383,0,0.236446,0.0229626,0.0778849,1|-0.211663,0.901834,0.376688,0,0.945784,0.091852,0.311536,0,0.246355,0.422206,-0.872383,0,0.298035,0.128514,-0.140211,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|-0.323785,0.190936,0.926664,0,0.0256305,-0.977296,0.210324,0,0.945784,0.0918505,0.31154,0,0,0,0,1|-0.323785,0.190936,0.926664,0,0.0256305,-0.977296,0.210324,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|-0.323785,0.190936,0.926664,0,0.945783,0.091854,0.311539,0,-0.0256339,0.977295,-0.210325,0,0.236446,0.0229626,0.0778849,1|-0.323785,0.190936,0.926664,0,0.945783,0.091854,0.311539,0,-0.0256339,0.977295,-0.210325,0,0.230037,0.267286,0.0253037,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|-0.323785,0.190936,0.926664,0,0.0256305,-0.977296,0.210324,0,0.945784,0.0918505,0.31154,0,0,0,0,1|-0.191825,-0.616062,0.763983,0,0.2621,-0.782324,-0.565042,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|-0.191825,-0.616062,0.763983,0,0.945783,0.0918533,0.311542,0,-0.262103,0.782324,0.565041,0,0.236446,0.0229626,0.0778849,1|-0.191825,-0.616062,0.763983,0,0.945783,0.0918533,0.311542,0,-0.262103,0.782324,0.565041,0,0.17092,0.218544,0.219145,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|-0.323785,0.190936,0.926664,0,0.0256305,-0.977296,0.210324,0,0.945784,0.0918505,0.31154,0,0,0,0,1|0.0923153,-0.995641,0.0132885,0,0.311402,0.0161918,-0.95014,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|0.0923153,-0.995641,0.0132885,0,0.945782,0.0918504,0.311543,0,-0.311406,-0.0161921,0.950139,0,0.236446,0.0229626,0.0778849,1|0.0923153,-0.995641,0.0132885,0,0.945782,0.0918504,0.311543,0,-0.311406,-0.0161921,0.950139,0,0.158594,0.0189146,0.31542,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|-0.323785,0.190936,0.926664,0,0.0256305,-0.977296,0.210324,0,0.945784,0.0918505,0.31154,0,0,0,0,1|0.31849,-0.0741526,-0.945021,0,-0.0636992,0.993008,-0.0993858,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|0.31849,-0.0741526,-0.945021,0,0.945784,0.0918469,0.31154,0,0.0636958,-0.993008,0.0993846,0,0.236446,0.0229626,0.0778849,1|0.31849,-0.0741526,-0.945021,0,0.945784,0.0918469,0.31154,0,0.0636958,-0.993008,0.0993846,0,0.25237,-0.225289,0.102731,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|-0.323785,0.190936,0.926664,0,0.0256305,-0.977296,0.210324,0,0.945784,0.0918505,0.31154,0,0,0,0,1|-0.104204,0.994285,0.0232021,0,-0.307628,-0.0544077,0.94995,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|-0.104204,0.994285,0.0232021,0,0.945785,0.0918507,0.311536,0,0.307625,0.0544074,-0.949951,0,0.236446,0.0229626,0.0778849,1|-0.104204,0.994285,0.0232021,0,0.945785,0.0918507,0.311536,0,0.307625,0.0544074,-0.949951,0,0.313352,0.0365645,-0.159603,1||
0.995318,0.0966584,0,0,-0.0966584,0.995318,0,0,0,0,1,0,0,0,0,1|-0.310081,-0.0301163,0.950233,0,-0.945784,-0.0918469,-0.31154,0,0.0966584,-0.995318,-3.61999e-06,0,0,0,0,1|-0.323785,0.190936,0.926664,0,0.0256305,-0.977296,0.210324,0,0.945784,0.0918505,0.31154,0,0,0,0,1|-0.285688,-0.221064,0.932477,0,0.154519,-0.970924,-0.182838,0,0.945784,0.0918505,0.31154,0,0.236446,0.0229626,0.0778849,1|-0.285688,-0.221064,0.932477,0,0.945783,0.091854,0.31154,0,-0.154522,0.970924,0.182837,0,0.236446,0.0229626,0.0778849,1|-0.285688,-0.221064,0.932477,0,0.945783,0.091854,0.31154,0,-0.154522,0.970924,0.182837,0,0.197815,0.265694,0.123594,1||
